source_id,source_type,source_date,source_tablet,source_title,source_filename,source_archive_filename,source_archive_path,target_id,target_type,target_date,target_tablet,target_title,target_filename,target_archive_filename,target_archive_path,target_path,status
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,TAB-I,stone_tablet,,I,Stone Tablet I · Volume I · The Architecture of Formation,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0218,meditation,2026-06-15,V,"06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough","06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough-Public Spoken Word — PLAUD Note Prompt.md","06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough.md",,"Personal Space/memo/PLAUD Meditations/June/06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0287,meditation,2026-06-28,V,06-28 at 12_05 — The Interior Judas and the Joy That Confounds Kingdoms,06-28 at 12_05 — The Interior Judas and the Joy That Confounds Kingdoms-Public Spoken Word — PLAUD Note Prompt.md,06-28 at 12_05 — The Interior Judas and the Joy That Confounds Kingdoms.md,,Personal Space/memo/PLAUD Meditations/June/06-28 at 12_05 — The Interior Judas and the Joy That Confounds Kingdoms-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0445,meditation,2026-08-30,VIII,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0039,meditation,2026-03-27,I,"03-27 Late-Night Call_ Spiritual Authority, Identity, and Warfare in Christ","03-27 Late-Night Call_ Spiritual Authority, Identity, and Warfare in Christ-Summary.md","03-27 Late-Night Call_ Spiritual Authority, Identity, and Warfare in Christ-Summary.md",,"Personal Space/memo/PLAUD Meditations/March/03-27 Late-Night Call_ Spiritual Authority, Identity, and Warfare in Christ-Summary.md",ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,,unknown,,,Feb 23 · Judas cluster opens,"02-23 Reflection_ Judas, Faith, Mercy, and Divine Sovereignty-Public Spoken Word - Spirit-Led Scriptural Analysis & Content Template (1.md","02-23 Reflection_ Judas, Faith, Mercy, and Divine Sovereignty-Public Spoken Word - Spirit-Led Scriptural Analysis & Content Template (1.md",,"Personal Space/memo/PLAUD Meditations/Feb/02-23 Reflection_ Judas, Faith, Mercy, and Divine Sovereignty-Public Spoken Word - Spirit-Led Scriptural Analysis & Content Template (1.md",unresolved
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,MED-0442,meditation,2026-08-28,VII,08-28 at 20_09 — The First Win Is the Confession,08-28 at 20_09 — The First Win Is the Confession-Meditation.md,08-28 at 20_09 — The First Win Is the Confession-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-28 at 20_09 — The First Win Is the Confession-Meditation.md,ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,TAB-I,stone_tablet,,I,Stone Tablet I · Volume I · The Architecture of Formation,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,ok
MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
MED-0030,meditation,2026-03-14,I,"03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md",EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0030,meditation,2026-03-14,I,"03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md",MED-0001,meditation,2026-02-15,I,02-15 Personal Meditation_ Spirit-Led Transcript Template,02-15 Personal Meditation_ Spirit-Led Transcript Template-Summary.md,02-15 Personal Meditation_ Spirit-Led Transcript Template-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/Feb/02-15 Personal Meditation_ Spirit-Led Transcript Template-Summary.md,Personal Space/memo/PLAUD Meditations/Feb/02-15 Personal Meditation_ Spirit-Led Transcript Template-Summary.md,ok
MED-0030,meditation,2026-03-14,I,"03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md",MED-0083,meditation,2026-04-11,I,"04-11 15_58 Call Reflection_ Kenosis, Sabbath Rest, Spiritual Authority, and Identity in Christ","04-11 15_58 Call Reflection_ Kenosis, Sabbath Rest, Spiritual Authority, and Identity in Christ.md","04-11 15_58 Call Reflection_ Kenosis, Sabbath Rest, Spiritual Authority, and Identity in Christ.md",,"Personal Space/memo/PLAUD Meditations/April/04-11 15_58 Call Reflection_ Kenosis, Sabbath Rest, Spiritual Authority, and Identity in Christ.md",ok
MED-0030,meditation,2026-03-14,I,"03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md",MED-0336,meditation,2026-07-09,V,"07-09 at 10_12 — The Blue Flame and the Heartbeat_ On Sanctification, Identity, and the God Who Holds What We Cannot","07-09 at 10_12 — The Blue Flame and the Heartbeat_ On Sanctification, Identity, and the God Who Holds What We Cannot-Public Spoken Word — PLAUD Note Prompt.md","07-09 at 10_12 — The Blue Flame and the Heartbeat_ On Sanctification, Identity, and the God Who Holds What We Cannot.md",,"Personal Space/memo/PLAUD Meditations/July/07-09 at 10_12 — The Blue Flame and the Heartbeat_ On Sanctification, Identity, and the God Who Holds What We Cannot-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0030,meditation,2026-03-14,I,"03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-14 Meditation_ Sacred Writing, Receptive Silence, and the Migration of God's Presence.md",MED-0445,meditation,2026-08-30,VIII,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,ok
