Date,Month,Tablet Window,Stone Tablet,Tablet Window Days,Title,Primary Theme,Cross-References,File Path
2026-06-02,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Altar of Return, Kingdom Training, and Christ-Centered Discipleship","this is Seth's Jun 2 — **altar of return, Kingdom training, Christ-centered discipleship.** ἀρνίον slain-yet-standing Lamb as *sacrifice-and-victory-united*; 1 Pet 1:20 foreordi...",5,"Personal Space/memo/PLAUD Meditations/June/06-02 Call Reflection_ Altar of Return, Kingdom Training, and Christ-Centered Discipleship-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-03,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Daily Provision, Discernment, and the Sword of Faith","Daily Provision, Discernment, and the Sword of Faith",11,"Personal Space/memo/PLAUD Meditations/June/06-03 Call Reflection_ Daily Provision, Discernment, and the Sword of Faith-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-04,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ The Burning Bush, Old Refuges, and Spiritual Formation","The Burning Bush, Old Refuges, and Spiritual Formation",13,"Personal Space/memo/PLAUD Meditations/June/06-04 Call Reflection_ The Burning Bush, Old Refuges, and Spiritual Formation-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-05,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call _ Spiritual Discernment, Counterfeit Visions, and Grace","Spiritual Discernment, Counterfeit Visions, and Grace",11,"Personal Space/memo/PLAUD Meditations/June/06-05 Call _ Spiritual Discernment, Counterfeit Visions, and Grace-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-06,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Conversation_ Restaurant Kitchen Standards, Workplace Accountability, and Spiritual Reflection",Seth's Jun 6 restaurant kitchen conversation — standards + workplace accountability walked as sacred-ordinary.,12,"Personal Space/memo/PLAUD Meditations/June/06-06 Conversation_ Restaurant Kitchen Standards, Workplace Accountability, and Spiritual Reflection-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-06,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Meditation_ Prophetic Waiting, Jonah Arc & Spiritual Formation","this is Seth's Jun 6 · 22:45 personal meditation — **""The Weight Between the Missing and the Waiting.""** The prophetic-waiting-in-Jonah-arc doctrine walked as personal formation...",15,"Personal Space/memo/PLAUD Meditations/June/06-06 Personal Meditation_ Prophetic Waiting, Jonah Arc & Spiritual Formation-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-07,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Brotherhood, Covenant Friendship, and Spiritual Stewardship","Seth's Jun 7 call on brotherhood, covenant friendship, spiritual stewardship.",12,"Personal Space/memo/PLAUD Meditations/June/06-07 Call Reflection_ Brotherhood, Covenant Friendship, and Spiritual Stewardship-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-07,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Call Reflection_ Samuel's Wilderness Season — Spiritual Formation and Brotherhood,Samuel's Wilderness Season — Spiritual Formation and Brotherhood,14,Personal Space/memo/PLAUD Meditations/June/06-07 Call Reflection_ Samuel's Wilderness Season — Spiritual Formation and Brotherhood-Public Spoken Word — PLAUD Note Prompt.md
2026-06-07,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Conversation Reflection_ Spiritual Formation, Threshold Seasons, and the Cost of Being Sent","Spiritual Formation, Threshold Seasons, and the Cost of Being Sent",12,"Personal Space/memo/PLAUD Meditations/June/06-07 Conversation Reflection_ Spiritual Formation, Threshold Seasons, and the Cost of Being Sent-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-07,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Corpus Reflection_ Samuel's Spiritual Transformation — The Stone at Gilgal,Samuel's Spiritual Transformation — The Stone at Gilgal,12,Personal Space/memo/PLAUD Meditations/June/06-07 Corpus Reflection_ Samuel's Spiritual Transformation — The Stone at Gilgal-Public Spoken Word — PLAUD Note Prompt.md
2026-06-07,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Corpus Reflection_ Sister Katie's Covenantal Co-Witness, Kenosis, and the Plural Prophetic Archive","this is Seth's Jun 7 · 08:39 teaching reflection — **""The Stone She Set in the Crossing.""** The corpus's foundational statement of itself as **plural prophetic archive** — the m...",17,"Personal Space/memo/PLAUD Meditations/June/06-07 Corpus Reflection_ Sister Katie's Covenantal Co-Witness, Kenosis, and the Plural Prophetic Archive-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-07,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"at 08_38 Call Reflection_ Sovereignty, Exodus, and the Secret Place — A Theological Meditation on Samuel's Journey","this is Seth's Jun 7 · 08:38 call — **the thread, the lamp, and the falling scales**. The corpus's foundational statement of *sovereignty-exodus-secret-place* as one continuous ...",6,"Personal Space/memo/PLAUD Meditations/June/06-07 at 08_38 Call Reflection_ Sovereignty, Exodus, and the Secret Place — A Theological Meditation on Samuel's Journey-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-08,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),@ 06_13 on Morning Commute — You've Forgotten Where Your Face Is,"this is Seth's Jun 8 · 06:13 morning-commute revelation — **""You've Forgotten Where Your Face Is.""** The corpus's clearest naming of *face-as-orientation* (פָּנִים grammar) as i...",19,Personal Space/memo/PLAUD Meditations/June/06-08 @ 06_13 on Morning Commute — You've Forgotten Where Your Face Is-Public Spoken Word — PLAUD Note Prompt.md
2026-06-08,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"@ 10_04 — Call Reflection_ The Flaming Sword Returns_ Kenosis, Commission, and the Already-But-Not-Yet of Kingdom Bui...","The Flaming Sword Returns_ Kenosis, Commission, and the Already-But-Not-Yet of Kingdom Building",10,"Personal Space/memo/PLAUD Meditations/June/06-08 @ 10_04 — Call Reflection_ The Flaming Sword Returns_ Kenosis, Commission, and the Already-But-Not-Yet of Kingdom Building-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-08,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"@ 11_05 - Personal Meditation_ The Mirror, Murmuration, and Releasing Revelation","The Mirror, Murmuration, and Releasing Revelation",14,"Personal Space/memo/PLAUD Meditations/June/06-08 @ 11_05 - Personal Meditation_ The Mirror, Murmuration, and Releasing Revelation-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-08,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),@ 14_28 “Surely I am coming quickly.” (Rev 22_20-21),06-08 @ 14_28 “Surely I am coming quickly.” (Rev 22_20-21),11,Personal Space/memo/PLAUD Meditations/June/06-08 @ 14_28 “Surely I am coming quickly.” (Rev 22_20-21)-Public Spoken Word — PLAUD Note Prompt.md
2026-06-08,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Call Reflection_ Building a Kingdom-Centered Christian Sales Team,Seth's Jun 8 — building a Kingdom-centered Christian sales team; sales-ethics-as-covenantal-terrain.,12,Personal Space/memo/PLAUD Meditations/June/06-08 Call Reflection_ Building a Kingdom-Centered Christian Sales Team-Public Spoken Word — PLAUD Note Prompt.md
2026-06-08,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Full Day Reflection_ Have You Forgotten Where Your Face Is_,"Seth's Jun 8 full-day reflection — the whole day's *""have you forgotten where your face is""* thread walked across ordinary hours.",6,Personal Space/memo/PLAUD Meditations/June/06-08 Full Day Reflection_ Have You Forgotten Where Your Face Is_-Public Spoken Word — PLAUD Note Prompt.md
2026-06-08,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Merged Reflection_ James 1 Mirror, Spiritual Release, and Sales Team Building",Seth's Jun 8 merged reflection — James 1 mirror + spiritual release + sales team building; the mirror-gospel's early form.,12,"Personal Space/memo/PLAUD Meditations/June/06-08 Merged Reflection_ James 1 Mirror, Spiritual Release, and Sales Team Building-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-09,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Conversation Reflection_ Spiritual Orientation, Prophetic Confirmation, and the Question _Where Are You__","Spiritual Orientation, Prophetic Confirmation, and the Question _Where Are You__",12,"Personal Space/memo/PLAUD Meditations/June/06-09 Conversation Reflection_ Spiritual Orientation, Prophetic Confirmation, and the Question _Where Are You__-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-09,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Wind, Weather, and the Witness_ When Heaven Speaks in the Smallest Things","Seth's Jun 9 · 14:51 — wind, weather, and the witness; Heaven speaks in smallest things.",6,"Personal Space/memo/PLAUD Meditations/June/06-09 at 14_51 — Wind, Weather, and the Witness_ When Heaven Speaks in the Smallest Things-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-10,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Call Reflection_ Childlike Faith and the Precision of God's Provision,"this is Seth's Jun 10 — **childlike faith and the precision of God's provision.** זִכָּרוֹן (*zikkaron*) as *active covenant-faithfulness*, not passive recall.",5,Personal Space/memo/PLAUD Meditations/June/06-10 Call Reflection_ Childlike Faith and the Precision of God's Provision-Public Spoken Word — PLAUD Note Prompt.md
2026-06-10,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Faith, Marketplace, and the Nicodemus Transition","Seth's Jun 10 — faith, marketplace, Nicodemus transition.",6,"Personal Space/memo/PLAUD Meditations/June/06-10 Call Reflection_ Faith, Marketplace, and the Nicodemus Transition-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-10,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Lunch Call Reflection_ Faith, Provision, and the George Müller Moment","Faith, Provision, and the George Müller Moment",13,"Personal Space/memo/PLAUD Meditations/June/06-10 Lunch Call Reflection_ Faith, Provision, and the George Müller Moment-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-10,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Five Dollars and Forty-Six Cents_ Seated at the Altar While Another Builds,Seated at the Altar While Another Builds,13,Personal Space/memo/PLAUD Meditations/June/06-10 at 10_18 — Five Dollars and Forty-Six Cents_ Seated at the Altar While Another Builds-Public Spoken Word — PLAUD Note Prompt.md
2026-06-10,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Exodus of Babylon Begins in the Small Places,06-10 at 10_18 — The Exodus of Babylon Begins in the Small Places,11,Personal Space/memo/PLAUD Meditations/June/06-10 at 10_18 — The Exodus of Babylon Begins in the Small Places-Public Spoken Word — PLAUD Note Prompt.md
2026-06-11,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Spiritual Warfare, Wilderness Season, and Covenant Brotherhood","this is Seth's Jun 11 · 12:23 call — **""When the Warfare Is the Wilderness.""** Central move: the wilderness IS the warfare — not preparation for it, not aftermath of it. יְשׁוּע...",6,"Personal Space/memo/PLAUD Meditations/June/06-11 Call Reflection_ Spiritual Warfare, Wilderness Season, and Covenant Brotherhood-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-12,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Brother's Return to Grandfather's House — Grief, Faith, and Generational Inheritance","Seth's Jun 12 — brother's return to grandfather's house; grief, faith, generational inheritance.",6,"Personal Space/memo/PLAUD Meditations/June/06-12 Call Reflection_ Brother's Return to Grandfather's House — Grief, Faith, and Generational Inheritance-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-12,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Pressed On Every Side, Yet Not Crushed — Samuel & Spiritual Endurance","Pressed On Every Side, Yet Not Crushed — Samuel & Spiritual Endurance",12,"Personal Space/memo/PLAUD Meditations/June/06-12 Call Reflection_ Pressed On Every Side, Yet Not Crushed — Samuel & Spiritual Endurance-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-12,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Conversation Reflection_ Fallow Ground, Divine Pursuit, and Two Men Who Cannot Walk Away","Fallow Ground, Divine Pursuit, and Two Men Who Cannot Walk Away",11,"Personal Space/memo/PLAUD Meditations/June/06-12 Conversation Reflection_ Fallow Ground, Divine Pursuit, and Two Men Who Cannot Walk Away-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-12,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Workplace Recording_ Welding Tasks and Early-Shift Fatigue,Seth's Jun 12 welding tasks and early-shift fatigue; body-in-labor as terrain-of-formation.,6,Personal Space/memo/PLAUD Meditations/June/06-12 Workplace Recording_ Welding Tasks and Early-Shift Fatigue-Public Spoken Word — PLAUD Note Prompt.md
2026-06-14,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Prophecy, Providence, and the Name Elijah","Prophecy, Providence, and the Name Elijah",13,"Personal Space/memo/PLAUD Meditations/June/06-14 Call Reflection_ Prophecy, Providence, and the Name Elijah-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-14,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Conversation_ Pregnancy, Family Planning, and Trusting God’s Plan","this is Seth's Jun 14 · 11:18 conversation — **""When His Plan Interrupts Yours.""** The unexpected-pregnancy announcement doctrine walked with Ps 131:2 כְּגָמֻל (weaned-child) gr...",13,"Personal Space/memo/PLAUD Meditations/June/06-14 Conversation_ Pregnancy, Family Planning, and Trusting God’s Plan-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-14,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"As It Is in Egypt, So It Is in Me_ A Word Born in the Wilderness",A Word Born in the Wilderness,11,"Personal Space/memo/PLAUD Meditations/June/06-14 at 11_27 — As It Is in Egypt, So It Is in Me_ A Word Born in the Wilderness-Public Spoken Word — PLAUD Note Prompt (1).md"
2026-06-15,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough","Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough",11,"Personal Space/memo/PLAUD Meditations/June/06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough-Public Spoken Word — PLAUD Note Prompt.md"
2026-06-15,June,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Kingdom Economy, Brotherhood & Spiritual Breakthrough","Seth's Jun 15 — Kingdom economy, brotherhood, spiritual breakthrough.",6,"Personal Space/memo/PLAUD Meditations/June/06-15 Call Reflection_ Kingdom Economy, Brotherhood & Spiritual Breakthrough-Public Spoken Word — PLAUD Note Prompt.md"
